row_index,employee,text_columns_used,comment_text,positive_score,negative_score,matched_phrases,basis
684,(unknown employee),body,"I can't make this meeting today - bid week!


   
	
	
	From:  Yvette G Connevey @ ENRON                           02/18/2000 11:47 AM",0,1,,negative_word_score
688,(unknown employee),body,"This date change means that I won't be able to make it to the open house.  I 
will be out of town on April 27.",0,1,,negative_word_score
694,(unknown employee),body,"did she try your patience?


   
	Enron North America Corp.
	
	From:  Shanna Husser @ EES                           08/30/2000 10:31 AM",0,1,,negative_word_score
701,(unknown employee),body,"http://rivals100.rivals.com/default.asp?sid=135&p=58


Just thought ya'll would like to know.

And Chad, I'll save you the trouble - Mack Brown is a terrible coach and all 
he can do is recruit.",0,2,,negative_word_score
702,(unknown employee),body,"Here are three more Transmission Providers we had on another list, who are not on the list from this morning.

MEAG/OPC
MPS (Missouri Public Service)
BREC

Reagan C. Rorschach
Enron North America
1400 Smith Street
Houston, Texas 77002
713.345.3363",0,1,,negative_word_score
704,(unknown employee),body,"""Baughman Jr., Don"" wrote: I'm looking for a guitar strap for a buddy of mine and I was wondering 
if you could email me picture of the ""Steer Rope"".  I went to 
http://guitarchasers.com/bullropeord.html",0,1,,negative_word_score
712,(unknown employee),body,"Hey Allison,

Not much is going on over here, just gutting it out until the weekend.  It 
seems like the weeks get longer and longer, doesn't it?

How are things in your world?
You can come by whenever you want to get the check.  How much do I owe you 
again?

Eric",0,2,,negative_word_score
717,(unknown employee),body,"can't make it - i'm sick


   


From:  Bryan Hull                                                             
10/16/2000 01:41 PM",0,1,,negative_word_score
719,(unknown employee),body,"Don and Shannon,

Congratulations to both of you on your engagement from the Snapkas.  We also
would like to welcome you to the Bay Area!  I am sure the neighbors do not
know what they are in for.  We are always looking for someone to drink with.
We can even call it dinner.  I hope things are going well with the
arrangements.  If you invite us over, we would love to pee in your pool.
Take care!

Gerald and Cindy",1,3,,negative_word_score
721,(unknown employee),body,"I believe that we may have a potentially good fit for Avril, but my direct 
report who would have to add her to his staff is on vacationing out of town 
until Monday.  I will talk with him on Monday morning and I will have him 
visit with Jeff Sorenson, who previously interviewed Avril (he liked her and 
was favorably impressed, but had no position for her).  We may then want to 
be able to talk with Avril by phone, since a face-to-face interview will not 
be possible.  We should have a decision then very early in the week.  Since 
you will be in Houston I can update you in person.  I would not panic!",1,5,,negative_word_score
726,(unknown employee),body,"Hey,

Friday is fine with me.  Just let me know what time you are available.  I 
will be off tomorrow and Friday, so you can reach me at home.  If not, I'll 
give you a call tomorrow night.

-e",0,1,,negative_word_score
728,(unknown employee),body,"E:mail messages says to check website to determine whether or not DSL is 
available at my home.  However, I don't see a spot on the website to check 
that information.  Can you provide more details?",0,1,,negative_word_score
729,(unknown employee),body,"http://www.energynewslive.com

This website deserves to be bookmarked on your desktop.  Logon  to the site 
for the first time and the prompts guide you through the log on setup (user 
name and password).  There is no fee to access this site.


Required applications to run: xscope, windows media player, among others...",0,1,,negative_word_score
731,(unknown employee),body,"Hello Everyone.

AEP has been very cooperative with us when we have posted numbers in error on 
EOL.  Please extend them back the favor if an issue comes up on their side.  
Also please e-mail me if an issue comes up.

Thanks

John",0,3,,negative_word_score
734,(unknown employee),body,"Home and cell phone number are correct.  I do not have a pager.  --Sally 




Christie Connell@ENRON
07/05/2000 04:10 PM",0,1,,negative_word_score
741,(unknown employee),body,"John:
I would like for you to come talk to a couple more people on the gas floor 
about a possible position down the road.  My assistant Ina Rangle is going to 
schedule a couple interviews.  Please coordinate with her.
John",0,1,,negative_word_score
746,(unknown employee),body,"Thanks for the note.  I certainly know by responses that I am getting tonight 
who is in the office late!  I was told that the memo would come out today - 
you just had to be here at dinner time to see it!  I am really pleased about 
how we have been able to improve the perception of what our group does and 
its importance to the organization.  And yes, we need more female names on 
these lists!  --Sally 


Tana Cashion @ ENRON   01/12/2001 07:43 PM",0,2,,negative_word_score
748,(unknown employee),body,"i didn't go either - today is legs and lower abs.  i'll probably go after 
work if i can.





Benjamin Markey
02/08/2000 03:21 PM",0,1,,negative_word_score
752,(unknown employee),body,"That's no fun :(




""Larry W. Bass"" <lwbthemarine@bigplanet.com> on 10/12/2000 02:06:29 PM",0,1,,negative_word_score
754,(unknown employee),body,"After 3 horrific weeks of being in the no-internet gulag, I am back
on-line.  Now you know why I haven't been answering any emails you may
have been sending, etc.",0,1,,negative_word_score
756,(unknown employee),body,"FYI - Beth Apollo led the doorstep review in Monterrey last week.  No 
problems discovered - but Beth did find some communications and system access 
issues that could be improved to make it easier for Max's team to do their 
jobs.  She has quickly identified a point person within Operations in Houston 
who is bi-lingual (Gordon).  Max's note addresses his pleasure over Beth's 
responsiveness and the doorstep process in general.  Just wanted to pass this 
along.  --Sally",0,5,,negative_word_score
758,(unknown employee),body,"This warning is sent automatically to inform you that your mailbox is approaching the maximum size limit.
Your mailbox size is currently 109384 KB.

Mailbox size limits:

	When your mailbox reaches 75000 KB you will receive this message.
	When your mailbox reaches 100000 KB you will no longer be able to send mail until the size of your mailbox is reduced.
 
To check the size of your mailbox: 

  Right-click the mailbox (Outlook Today), 
  Select Properties and click the Folder Size button. 
  This method can be used on individual folders as well. 

To make more space available, delete any items that are no longer needed such as Sent Items and Journal entries.  

You must empty the Deleted Items folder after deleting items or the space will not be freed. 

To turn Journaling off, 
 click Tools | Options | Journaling Options and de-select all items. 

See client Help for more information.",0,3,,negative_word_score
760,(unknown employee),body,"Your passwords are extended, or if you did not have  one before (Rogers and 
Russell), you now do. Normally, Jeff Maack handles this,  but he's in our 
home office in Philadelphia today.
?
Rogers, we are launching TVA, ComEd and ERCOT  hourly, daily and term indexes 
March 19, and will begin beta testing on Feb. 19.  Feel free to let your 
colleagues  know.
?
Thanks for your interest. Let me know if I can  assist you in any way.
?
Bobette
?
?
Bobette  Riner???????????????????????????????  
Senior Power Markets Analyst??????  
TradersNews Energy
713/647-8690
FAX: 713/647-7552
cell:  832/428-7008
bobette.riner@ipgdirect.com
http://www.tradersnewspower.com
?
?",0,2,,negative_word_score
